order_id,customer_id,order_date,payment_method,order_status
6250,391,2025-09-27,Invoice,Cancelled
6251,3101,2024-12-24,PayPal,Completed
6252,3391,2025-05-30,PayPal,Completed
6253,4969,2025-11-04,PayPal,Completed
6254,972,2025-11-07,PayPal,Completed
6255,125,2024-05-07,Bank Transfer,Completed
6256,3497,2025-12-05,Bank Transfer,Completed
6257,3582,2023-02-22,PayPal,Cancelled
6258,262,2024-07-03,PayPal,Completed
6259,919,2025-11-03,Credit Card,Cancelled
6260,3812,2024-03-05,Credit Card,Completed
6261,4112,2024-03-03,Bank Transfer,Completed
6262,2944,2024-04-07,Invoice,Completed
6263,1750,2025-02-24,Invoice,Completed
6264,551,2024-09-13,Invoice,Completed
6265,4316,2025-06-07,Credit Card,Cancelled
6266,437,2025-11-03,Invoice,Cancelled
6267,225,2025-04-21,Bank Transfer,Completed
6268,2075,2023-12-05,Credit Card,Completed
6269,3114,2025-11-24,Credit Card,Completed
6270,591,2024-02-20,Invoice,Cancelled
6271,427,2023-09-24,Bank Transfer,Completed
6272,965,2023-06-14,Invoice,Completed
6273,4728,2024-12-31,Invoice,Completed
6274,1042,2023-07-24,Bank Transfer,Completed
6275,3554,2023-09-05,Credit Card,Completed
6276,4134,2024-04-04,Credit Card,Completed
6277,4050,2024-03-13,PayPal,Completed
6278,304,2025-02-15,Bank Transfer,Completed
6279,279,2025-08-26,Credit Card,Cancelled
6280,1252,2025-07-08,Credit Card,Cancelled
6281,134,2024-02-17,PayPal,Completed
6282,1709,2024-01-23,PayPal,Completed
6283,513,2025-12-12,Invoice,Returned
6284,4117,2023-01-18,Credit Card,Completed
6285,2160,2025-10-22,Invoice,Returned
6286,681,2023-11-30,PayPal,Returned
6287,340,2025-12-02,Credit Card,Completed
6288,305,2024-05-23,Invoice,Completed
6289,3855,2024-09-15,PayPal,Completed
6290,1343,2025-05-21,PayPal,Completed
6291,4072,2025-01-27,Invoice,Completed
6292,4619,2024-04-25,Invoice,Completed
6293,1814,2024-12-24,Bank Transfer,Completed
6294,1606,2025-06-11,Credit Card,Completed
6295,2976,2023-03-25,PayPal,Completed
6296,1059,2023-01-24,Bank Transfer,Cancelled
6297,3767,2024-10-06,PayPal,Completed
6298,1551,2023-08-24,Invoice,Completed
6299,4999,2025-04-12,Credit Card,Returned
6300,156,2023-12-15,Credit Card,Returned
6301,672,2024-09-06,Credit Card,Completed
6302,3538,2023-11-28,PayPal,Completed
6303,920,2024-12-21,Invoice,Completed
6304,2034,2023-07-28,PayPal,Completed
6305,1107,2023-02-19,Invoice,Completed
6306,4102,2023-04-09,Invoice,Completed
6307,3901,2025-12-06,Bank Transfer,Completed
6308,3783,2023-09-11,PayPal,Completed
6309,3185,2025-05-22,Invoice,Returned
6310,2521,2023-05-08,PayPal,Cancelled
6311,820,2023-07-15,Bank Transfer,Completed
6312,4013,2024-11-22,Credit Card,Completed
6313,3389,2024-10-14,Invoice,Completed
6314,4366,2025-12-04,Bank Transfer,Completed
6315,1988,2025-12-01,Bank Transfer,Completed
6316,2220,2025-07-24,PayPal,Completed
6317,2935,2025-02-13,Invoice,Completed
6318,2054,2024-10-02,Bank Transfer,Completed
6319,3743,2024-06-08,Credit Card,Completed
6320,4733,2025-12-02,Credit Card,Completed
6321,2156,2025-02-13,Invoice,Completed
6322,1023,2025-01-18,PayPal,Completed
6323,727,2024-01-04,PayPal,Completed
6324,161,2023-04-02,PayPal,Completed
6325,2952,2025-12-01,PayPal,Completed
6326,4405,2024-04-20,Bank Transfer,Completed
6327,4147,2024-09-18,Credit Card,Completed
6328,778,2023-07-26,Credit Card,Completed
6329,2237,2025-09-13,PayPal,Completed
6330,2965,2023-02-28,Bank Transfer,Completed
6331,4441,2025-09-11,Credit Card,Completed
6332,2553,2023-09-07,Credit Card,Completed
6333,130,2025-10-28,Bank Transfer,Cancelled
6334,2936,2025-06-10,PayPal,Completed
6335,1395,2023-10-19,Bank Transfer,Returned
6336,1071,2025-01-03,Credit Card,Completed
6337,3172,2024-04-19,Invoice,Completed
6338,94,2023-11-07,PayPal,Completed
6339,2056,2025-10-03,PayPal,Completed
6340,3906,2024-08-03,Bank Transfer,Completed
6341,2146,2024-07-28,PayPal,Completed
6342,388,2023-10-28,PayPal,Cancelled
6343,3635,2024-07-10,PayPal,Completed
6344,4127,2025-10-14,Bank Transfer,Completed
6345,2519,2024-06-17,PayPal,Completed
6346,3944,2025-12-04,Credit Card,Completed
6347,4991,2025-12-02,Invoice,Completed
6348,759,2023-09-15,PayPal,Completed
6349,420,2023-11-06,PayPal,Completed
6350,3922,2025-10-06,Credit Card,Completed
6351,3888,2024-07-21,Bank Transfer,Completed
6352,3552,2023-01-10,Bank Transfer,Completed
6353,3107,2024-03-04,PayPal,Returned
6354,1491,2025-02-08,Invoice,Completed
6355,2353,2025-08-11,Invoice,Completed
6356,798,2023-08-27,PayPal,Completed
6357,2547,2023-07-19,Credit Card,Completed
6358,4180,2025-11-18,Credit Card,Completed
6359,3163,2025-06-29,Invoice,Completed
6360,4800,2025-01-30,Invoice,Completed
6361,1732,2025-07-15,Invoice,Completed
6362,293,2024-09-02,Bank Transfer,Completed
6363,1985,2025-07-05,Invoice,Completed
6364,2828,2024-06-27,PayPal,Completed
6365,2171,2024-01-22,Bank Transfer,Completed
6366,2161,2025-06-09,PayPal,Completed
6367,3452,2024-08-22,Invoice,Completed
6368,3597,2025-12-21,Credit Card,Completed
6369,2799,2024-06-01,Bank Transfer,Completed
6370,491,2025-11-18,PayPal,Cancelled
6371,133,2025-11-24,Credit Card,Completed
6372,4083,2024-01-18,Invoice,Cancelled
6373,4652,2025-08-10,PayPal,Completed
6374,2264,2024-09-06,Credit Card,Completed
6375,3482,2025-11-15,Bank Transfer,Completed
6376,808,2024-09-26,Bank Transfer,Completed
6377,3452,2025-06-23,Invoice,Completed
6378,3122,2024-10-16,Credit Card,Completed
6379,3470,2023-12-29,Bank Transfer,Completed
6380,331,2023-11-29,Bank Transfer,Completed
6381,4725,2024-08-29,Invoice,Completed
6382,4997,2025-07-03,Invoice,Completed
6383,576,2025-02-16,PayPal,Completed
6384,4263,2025-05-04,PayPal,Completed
6385,4823,2024-03-14,Credit Card,Completed
6386,721,2024-11-01,Bank Transfer,Completed
6387,590,2023-03-29,Credit Card,Completed
6388,3701,2025-08-27,Bank Transfer,Returned
6389,2168,2025-12-26,Invoice,Completed
6390,4256,2024-08-07,Bank Transfer,Completed
6391,770,2023-01-24,Invoice,Completed
6392,240,2023-10-27,PayPal,Completed
6393,2366,2025-04-02,Credit Card,Completed
6394,138,2025-02-24,Invoice,Completed
6395,2807,2025-08-01,Invoice,Completed
6396,1417,2024-02-05,Invoice,Completed
6397,1043,2025-07-10,PayPal,Completed
6398,3051,2025-05-03,Credit Card,Returned
6399,1540,2024-04-30,Invoice,Completed
6400,1434,2024-12-18,Bank Transfer,Returned
6401,3169,2023-09-19,Invoice,Completed
6402,1881,2024-09-29,Bank Transfer,Completed
6403,1637,2025-10-23,PayPal,Completed
6404,949,2024-08-24,PayPal,Completed
6405,417,2025-09-16,PayPal,Completed
6406,2882,2025-01-30,Invoice,Completed
6407,4150,2023-11-21,Invoice,Completed
6408,4531,2025-01-20,Bank Transfer,Cancelled
6409,4633,2024-11-19,Credit Card,Completed
6410,1622,2024-07-28,Credit Card,Completed
6411,1159,2023-08-03,Credit Card,Completed
6412,864,2024-08-18,Invoice,Completed
6413,2693,2023-05-16,Invoice,Completed
6414,4119,2023-06-29,Invoice,Completed
6415,737,2024-08-17,Credit Card,Completed
6416,909,2024-04-10,Invoice,Cancelled
6417,4720,2025-11-20,Invoice,Cancelled
6418,2625,2024-07-01,Credit Card,Completed
6419,2118,2025-07-05,Invoice,Completed
6420,643,2024-12-07,Invoice,Returned
6421,1630,2025-05-18,PayPal,Completed
6422,7,2024-02-14,PayPal,Completed
6423,139,2025-11-29,Invoice,Completed
6424,116,2024-12-07,Bank Transfer,Completed
6425,720,2025-09-08,Bank Transfer,Completed
6426,3227,2024-06-19,Credit Card,Completed
6427,862,2023-07-01,Invoice,Completed
6428,3288,2025-04-21,PayPal,Completed
6429,1370,2023-01-17,Bank Transfer,Completed
6430,257,2024-10-26,PayPal,Completed
6431,559,2023-11-22,PayPal,Completed
6432,4633,2025-03-10,PayPal,Returned
6433,4007,2025-12-20,PayPal,Completed
6434,2350,2024-10-13,Invoice,Completed
6435,1169,2025-08-27,PayPal,Completed
6436,4118,2024-11-21,Credit Card,Completed
6437,1472,2024-11-12,Credit Card,Completed
6438,571,2025-11-23,Invoice,Completed
6439,3710,2025-10-31,PayPal,Completed
6440,3814,2025-07-30,Invoice,Completed
6441,4577,2024-03-30,Credit Card,Completed
6442,2131,2024-12-18,Credit Card,Completed
6443,957,2023-12-25,PayPal,Completed
6444,384,2024-09-19,Invoice,Completed
6445,4720,2024-11-03,Invoice,Completed
6446,1460,2025-09-09,PayPal,Completed
6447,1134,2025-11-03,PayPal,Completed
6448,522,2024-08-16,Credit Card,Completed
6449,2291,2023-02-07,Credit Card,Completed
6450,4200,2025-10-06,Invoice,Completed
6451,1267,2023-11-03,Credit Card,Completed
6452,2851,2025-03-05,Invoice,Completed
6453,4373,2023-02-22,Bank Transfer,Completed
6454,672,2024-07-29,Invoice,Completed
6455,3778,2025-12-24,Invoice,Completed
6456,2830,2023-07-02,Invoice,Completed
6457,1717,2024-08-26,Invoice,Completed
6458,2478,2024-04-12,Invoice,Completed
6459,1742,2025-11-09,Bank Transfer,Completed
6460,2195,2025-10-12,PayPal,Completed
6461,3354,2024-01-12,Credit Card,Completed
6462,2130,2023-05-30,Invoice,Completed
6463,1957,2025-03-10,Bank Transfer,Cancelled
6464,2556,2024-05-16,Bank Transfer,Completed
6465,918,2025-04-19,Bank Transfer,Completed
6466,2699,2023-03-08,Invoice,Completed
6467,1711,2023-08-27,Credit Card,Completed
6468,1405,2025-05-02,Credit Card,Completed
6469,4888,2023-12-13,Bank Transfer,Completed
6470,4039,2025-10-02,PayPal,Completed
6471,3618,2023-04-22,Bank Transfer,Completed
6472,3303,2023-12-16,Bank Transfer,Completed
6473,1438,2025-12-31,Bank Transfer,Completed
6474,979,2024-09-06,Invoice,Completed
6475,1057,2025-05-17,Invoice,Completed
6476,3518,2023-11-12,PayPal,Completed
6477,71,2025-02-21,PayPal,Returned
6478,2507,2025-06-06,Invoice,Completed
6479,2654,2024-04-21,PayPal,Completed
6480,3799,2025-09-06,Credit Card,Completed
6481,3830,2025-02-14,Bank Transfer,Completed
6482,4338,2024-07-17,PayPal,Completed
6483,4319,2024-12-27,PayPal,Completed
6484,2466,2025-01-15,Credit Card,Completed
6485,340,2023-10-20,Bank Transfer,Completed
6486,4789,2024-08-02,Bank Transfer,Completed
6487,3521,2024-05-25,Bank Transfer,Completed
6488,3858,2024-07-31,PayPal,Completed
6489,4789,2025-07-08,Bank Transfer,Completed
6490,1124,2024-11-02,Bank Transfer,Returned
6491,2110,2025-11-28,PayPal,Cancelled
6492,1235,2024-03-27,Credit Card,Completed
6493,4414,2024-08-17,PayPal,Completed
6494,2837,2025-07-31,Credit Card,Completed
6495,2889,2024-12-19,Credit Card,Completed
6496,2102,2024-12-19,Credit Card,Completed
6497,2358,2023-04-13,Bank Transfer,Completed
6498,681,2024-07-28,PayPal,Completed
6499,4081,2024-02-29,Invoice,Cancelled
6500,1222,2025-12-31,Credit Card,Completed
6501,3422,2024-04-14,Invoice,Completed
6502,2337,2025-10-26,Credit Card,Completed
6503,3492,2025-04-23,Bank Transfer,Completed
6504,139,2024-05-22,PayPal,Completed
6505,2841,2024-12-17,PayPal,Completed
6506,1160,2025-09-17,Credit Card,Completed
6507,4326,2025-10-25,Invoice,Completed
6508,2405,2023-10-11,PayPal,Completed
6509,2325,2024-05-20,Bank Transfer,Completed
6510,3750,2024-05-15,Invoice,Completed
6511,409,2023-03-25,Credit Card,Completed
6512,3705,2025-02-08,Bank Transfer,Completed
6513,1935,2025-09-29,Invoice,Completed
6514,4428,2024-07-08,Bank Transfer,Completed
6515,294,2025-06-19,PayPal,Returned
6516,4249,2025-03-11,PayPal,Completed
6517,3175,2024-07-01,Bank Transfer,Completed
6518,2537,2023-09-09,Bank Transfer,Cancelled
6519,4619,2025-05-23,Credit Card,Returned
6520,4849,2025-09-29,PayPal,Completed
6521,94,2025-05-02,PayPal,Cancelled
6522,2090,2023-02-07,PayPal,Completed
6523,4595,2023-12-17,Credit Card,Completed
6524,4137,2023-05-10,Credit Card,Completed
6525,3180,2025-01-08,PayPal,Completed
6526,759,2025-07-04,Credit Card,Completed
6527,2459,2023-07-19,PayPal,Completed
6528,161,2025-09-15,Invoice,Completed
6529,1243,2024-12-26,Invoice,Returned
6530,2115,2025-05-05,PayPal,Completed
6531,2791,2025-12-16,Bank Transfer,Returned
6532,654,2023-06-03,PayPal,Completed
6533,35,2025-11-06,PayPal,Completed
6534,3149,2023-08-14,Bank Transfer,Completed
6535,1425,2024-07-22,Credit Card,Completed
6536,2542,2025-09-26,Credit Card,Completed
6537,1225,2025-11-09,Invoice,Completed
6538,1585,2024-11-20,Credit Card,Completed
6539,1382,2025-02-04,Bank Transfer,Completed
6540,3815,2025-05-21,Invoice,Completed
6541,1835,2025-09-10,Invoice,Completed
6542,2359,2023-08-06,Invoice,Completed
6543,3706,2025-08-20,Invoice,Completed
6544,1778,2024-11-01,Credit Card,Completed
6545,2679,2024-09-27,Invoice,Completed
6546,1155,2024-08-27,Bank Transfer,Completed
6547,2021,2024-11-22,Invoice,Completed
6548,262,2025-12-01,Invoice,Completed
6549,1922,2024-12-20,Invoice,Returned
6550,4927,2025-12-05,Bank Transfer,Completed
6551,2315,2023-11-09,Credit Card,Completed
6552,3582,2025-06-05,Credit Card,Completed
6553,4175,2025-08-22,Invoice,Completed
6554,3541,2025-04-26,Invoice,Completed
6555,4367,2025-02-18,Invoice,Completed
6556,670,2025-01-02,PayPal,Completed
6557,63,2025-10-05,Bank Transfer,Completed
6558,4788,2025-08-31,PayPal,Cancelled
6559,143,2023-08-08,Credit Card,Completed
6560,1737,2025-09-24,Bank Transfer,Completed
6561,3280,2024-08-15,PayPal,Completed
6562,4779,2024-02-05,PayPal,Completed
6563,2517,2025-10-13,Bank Transfer,Completed
6564,4006,2024-09-05,PayPal,Returned
6565,3764,2025-08-19,Credit Card,Completed
6566,400,2024-02-19,Invoice,Completed
6567,3842,2023-01-09,Invoice,Completed
6568,2164,2024-11-12,PayPal,Completed
6569,3896,2023-07-01,Credit Card,Completed
6570,4131,2025-07-02,Bank Transfer,Completed
6571,4183,2024-03-07,Credit Card,Completed
6572,1150,2024-09-19,Invoice,Completed
6573,2421,2023-06-09,Credit Card,Completed
6574,4046,2024-03-19,Credit Card,Completed
6575,2129,2025-07-26,PayPal,Completed
6576,1604,2023-09-27,Bank Transfer,Completed
6577,1792,2025-03-28,Bank Transfer,Completed
6578,71,2025-11-15,Bank Transfer,Completed
6579,141,2025-04-26,PayPal,Completed
6580,1062,2025-08-21,PayPal,Completed
6581,4089,2023-07-16,Invoice,Completed
6582,899,2024-01-31,Bank Transfer,Completed
6583,4569,2025-11-03,PayPal,Completed
6584,778,2025-05-28,Bank Transfer,Completed
6585,2170,2025-03-21,Bank Transfer,Completed
6586,3602,2025-04-12,PayPal,Completed
6587,3270,2024-08-15,Bank Transfer,Completed
6588,1627,2023-03-29,Bank Transfer,Completed
6589,2212,2025-07-29,Bank Transfer,Completed
6590,90,2025-04-25,Credit Card,Completed
6591,4617,2024-10-23,Credit Card,Completed
6592,4559,2025-11-06,Credit Card,Completed
6593,2556,2024-05-16,Credit Card,Completed
6594,1390,2024-03-28,PayPal,Completed
6595,1086,2025-10-16,Credit Card,Returned
6596,4870,2025-08-09,Credit Card,Completed
6597,2063,2024-11-26,Invoice,Completed
6598,698,2023-08-22,Invoice,Completed
6599,1831,2023-12-16,Credit Card,Completed
6600,2913,2025-04-05,Bank Transfer,Completed
6601,447,2024-07-12,PayPal,Completed
6602,4465,2025-09-13,Credit Card,Completed
6603,1810,2025-12-04,Credit Card,Completed
6604,2983,2025-08-17,Bank Transfer,Returned
6605,2416,2024-07-03,Invoice,Cancelled
6606,3230,2025-08-01,Credit Card,Completed
6607,3162,2024-06-03,Bank Transfer,Completed
6608,3289,2023-10-23,Bank Transfer,Completed
6609,3067,2023-03-10,Bank Transfer,Completed
6610,4948,2024-07-13,Invoice,Completed
6611,3854,2025-11-08,PayPal,Completed
6612,2096,2024-01-14,Credit Card,Returned
6613,214,2023-12-07,Bank Transfer,Completed
6614,3549,2025-12-15,Credit Card,Completed
6615,1990,2023-02-23,PayPal,Completed
6616,2736,2025-07-30,PayPal,Completed
6617,2130,2024-04-29,PayPal,Completed
6618,893,2023-03-17,Bank Transfer,Completed
6619,2728,2025-11-16,PayPal,Completed
6620,2343,2023-09-06,PayPal,Completed
6621,3573,2024-12-23,Credit Card,Completed
6622,1810,2024-03-04,PayPal,Completed
6623,3227,2023-05-03,PayPal,Completed
6624,3039,2023-04-07,PayPal,Cancelled
6625,435,2023-07-27,Bank Transfer,Returned
6626,1260,2023-05-13,Bank Transfer,Completed
6627,3579,2025-07-07,Invoice,Completed
6628,4696,2024-11-04,Invoice,Completed
6629,4677,2024-05-24,Invoice,Completed
6630,2580,2024-08-20,Invoice,Completed
6631,3681,2025-11-22,Bank Transfer,Completed
6632,3525,2025-11-12,PayPal,Returned
6633,2,2025-05-28,Invoice,Completed
6634,1359,2025-10-26,Credit Card,Returned
6635,4940,2024-04-27,Invoice,Completed
6636,3110,2024-07-08,Bank Transfer,Completed
6637,2247,2025-02-26,PayPal,Returned
6638,510,2025-03-07,PayPal,Completed
6639,894,2024-11-02,PayPal,Completed
6640,293,2024-07-31,PayPal,Completed
6641,3152,2025-12-24,PayPal,Completed
6642,1921,2025-08-30,Bank Transfer,Returned
6643,1156,2024-09-09,Bank Transfer,Completed
6644,4363,2025-06-08,Invoice,Completed
6645,4819,2024-02-28,Bank Transfer,Completed
6646,3605,2023-07-01,Invoice,Completed
6647,2018,2024-06-04,Credit Card,Completed
6648,1675,2024-08-02,Invoice,Completed
6649,1955,2023-02-05,Invoice,Completed
6650,1250,2025-08-25,Invoice,Completed
6651,1134,2024-06-12,Credit Card,Completed
6652,193,2025-01-19,Credit Card,Completed
6653,3287,2023-05-18,Credit Card,Completed
6654,4110,2023-11-03,Bank Transfer,Completed
6655,2068,2025-10-31,PayPal,Completed
6656,220,2025-02-20,Bank Transfer,Completed
6657,4269,2025-12-04,PayPal,Completed
6658,3645,2025-12-31,PayPal,Completed
6659,3706,2024-06-27,Invoice,Completed
6660,3135,2024-04-02,PayPal,Completed
6661,450,2025-10-03,Credit Card,Completed
6662,3082,2025-12-31,Credit Card,Completed
6663,4458,2025-03-12,Invoice,Cancelled
6664,4369,2025-08-07,Invoice,Completed
6665,3226,2025-07-26,Bank Transfer,Completed
6666,4831,2024-06-07,Invoice,Completed
6667,2994,2025-01-13,Credit Card,Completed
6668,3036,2025-09-10,Credit Card,Completed
6669,4516,2025-05-04,Credit Card,Completed
6670,1766,2023-02-14,Credit Card,Completed
6671,341,2024-05-17,Bank Transfer,Completed
6672,886,2023-09-14,Credit Card,Returned
6673,4472,2024-01-05,Credit Card,Cancelled
6674,2289,2025-11-09,PayPal,Cancelled
6675,34,2023-03-16,Invoice,Completed
6676,2672,2023-12-21,Bank Transfer,Completed
6677,58,2024-04-15,Invoice,Completed
6678,1397,2025-03-01,Credit Card,Completed
6679,1015,2024-12-10,PayPal,Completed
6680,3784,2023-12-19,Credit Card,Completed
6681,3529,2023-10-18,PayPal,Returned
6682,3930,2024-01-11,Invoice,Completed
6683,3622,2024-11-17,PayPal,Completed
6684,3146,2024-03-01,PayPal,Cancelled
6685,3547,2025-12-02,Invoice,Completed
6686,4125,2024-10-12,Credit Card,Completed
6687,4788,2023-04-22,Credit Card,Completed
6688,286,2025-06-09,Bank Transfer,Completed
6689,214,2024-05-07,PayPal,Completed
6690,1627,2025-04-03,Invoice,Completed
6691,3468,2024-03-11,Invoice,Completed
6692,573,2025-01-09,Bank Transfer,Completed
6693,2307,2025-07-18,PayPal,Completed
6694,4398,2025-11-21,Invoice,Completed
6695,2636,2024-02-15,Bank Transfer,Completed
6696,1142,2024-05-15,Invoice,Completed
6697,2501,2024-10-13,PayPal,Returned
6698,441,2025-11-21,Bank Transfer,Completed
6699,4485,2025-11-06,Credit Card,Completed
6700,1314,2023-06-14,Credit Card,Completed
6701,3717,2023-08-24,Invoice,Completed
6702,3812,2024-11-12,PayPal,Completed
6703,1432,2023-07-12,PayPal,Completed
6704,3904,2024-05-27,Invoice,Returned
6705,788,2023-09-21,Invoice,Completed
6706,3794,2025-03-18,Invoice,Completed
6707,1512,2025-12-03,Credit Card,Completed
6708,346,2025-12-30,PayPal,Completed
6709,2978,2024-07-01,Invoice,Completed
6710,2973,2025-02-09,Credit Card,Completed
6711,2590,2025-10-01,PayPal,Completed
6712,822,2023-07-31,Invoice,Completed
6713,3108,2025-05-05,Invoice,Completed
6714,714,2024-08-09,Credit Card,Returned
6715,1146,2023-12-06,Invoice,Completed
6716,2435,2024-08-02,Invoice,Completed
6717,1780,2023-05-21,PayPal,Completed
6718,1450,2025-05-10,Invoice,Completed
6719,3117,2024-02-03,Invoice,Completed
6720,6,2024-04-17,Bank Transfer,Completed
6721,2480,2023-08-06,Invoice,Completed
6722,2896,2025-10-08,Credit Card,Completed
6723,1096,2024-11-10,Invoice,Completed
6724,377,2025-01-10,PayPal,Completed
6725,4096,2025-01-07,Bank Transfer,Completed
6726,127,2024-08-11,Invoice,Completed
6727,2246,2023-11-22,PayPal,Completed
6728,1227,2025-06-23,Invoice,Completed
6729,2612,2023-08-16,PayPal,Completed
6730,272,2023-07-08,Invoice,Completed
6731,2781,2025-05-23,Bank Transfer,Completed
6732,4214,2023-12-09,Invoice,Completed
6733,868,2024-04-12,PayPal,Completed
6734,504,2024-10-26,Invoice,Completed
6735,4532,2024-09-26,Invoice,Completed
6736,2842,2025-05-22,Credit Card,Cancelled
6737,2555,2025-03-07,Credit Card,Completed
6738,1731,2025-03-26,Credit Card,Completed
6739,2423,2025-05-27,PayPal,Cancelled
6740,4640,2024-03-26,Invoice,Completed
6741,3493,2024-04-30,Bank Transfer,Completed
6742,4303,2024-09-12,Invoice,Completed
6743,3990,2024-04-12,Credit Card,Completed
6744,959,2025-12-23,Bank Transfer,Completed
6745,1015,2025-08-24,Invoice,Cancelled
6746,3851,2023-10-19,Invoice,Completed
6747,4832,2023-01-12,Invoice,Completed
6748,3653,2023-03-26,Bank Transfer,Returned
6749,482,2024-01-21,PayPal,Completed
6750,3974,2023-07-25,PayPal,Completed
6751,3880,2024-12-09,PayPal,Completed
6752,3861,2025-10-02,Credit Card,Completed
6753,4486,2025-06-16,Bank Transfer,Returned
6754,2612,2023-12-17,Credit Card,Completed
6755,186,2024-07-29,Invoice,Completed
6756,2120,2024-11-21,PayPal,Cancelled
6757,209,2025-08-21,Invoice,Cancelled
6758,67,2025-09-15,PayPal,Completed
6759,4769,2025-11-11,Invoice,Completed
6760,510,2024-11-22,PayPal,Completed
6761,470,2025-05-09,Invoice,Completed
6762,1596,2023-07-21,Credit Card,Completed
6763,2603,2025-01-02,Invoice,Returned
6764,3092,2024-01-28,PayPal,Returned
6765,1914,2024-09-05,Bank Transfer,Completed
6766,3026,2025-03-16,PayPal,Completed
6767,1881,2024-02-09,Invoice,Returned
6768,3532,2023-04-11,Bank Transfer,Completed
6769,147,2023-01-22,Credit Card,Completed
6770,4167,2023-02-17,Credit Card,Completed
6771,93,2023-01-18,Invoice,Completed
6772,3112,2023-07-19,Credit Card,Completed
6773,2625,2024-01-15,Credit Card,Completed
6774,4971,2023-12-22,PayPal,Returned
6775,250,2025-12-24,PayPal,Completed
6776,4030,2024-04-11,Bank Transfer,Completed
6777,3562,2023-08-17,Invoice,Cancelled
6778,76,2024-12-18,Bank Transfer,Returned
6779,4718,2025-10-02,Bank Transfer,Completed
6780,970,2025-04-25,Invoice,Completed
6781,3827,2024-03-30,Credit Card,Completed
6782,4059,2024-12-30,Credit Card,Completed
6783,4069,2025-05-27,PayPal,Returned
6784,4429,2025-06-08,Bank Transfer,Completed
6785,1493,2025-04-14,Credit Card,Completed
6786,3423,2025-10-14,Invoice,Completed
6787,383,2025-10-13,Bank Transfer,Completed
6788,4523,2025-01-18,Invoice,Completed
6789,1265,2024-09-03,Credit Card,Completed
6790,4467,2025-03-23,PayPal,Returned
6791,4241,2025-08-28,Bank Transfer,Completed
6792,3178,2023-01-12,Credit Card,Completed
6793,4397,2025-12-27,Credit Card,Completed
6794,2019,2023-11-12,Credit Card,Returned
6795,2182,2024-10-20,Credit Card,Completed
6796,4690,2025-10-15,Credit Card,Completed
6797,3206,2023-12-27,Credit Card,Completed
6798,4142,2024-10-28,Bank Transfer,Completed
6799,2976,2023-08-25,PayPal,Completed
6800,316,2024-07-24,Invoice,Completed
6801,3472,2023-11-06,Bank Transfer,Completed
6802,561,2024-06-17,Invoice,Completed
6803,2951,2024-06-29,Bank Transfer,Completed
6804,973,2025-12-28,Bank Transfer,Completed
6805,4869,2025-12-29,Credit Card,Completed
6806,2622,2023-07-26,Bank Transfer,Completed
6807,1836,2025-06-06,Credit Card,Completed
6808,3049,2023-04-10,Credit Card,Completed
6809,3699,2023-03-05,Bank Transfer,Completed
6810,1284,2023-07-10,PayPal,Completed
6811,3347,2025-12-12,PayPal,Completed
6812,1474,2025-11-28,Invoice,Completed
6813,1327,2023-11-24,Bank Transfer,Completed
6814,477,2023-10-14,Bank Transfer,Completed
6815,3736,2024-01-16,PayPal,Completed
6816,776,2024-11-26,Credit Card,Returned
6817,4039,2025-01-07,Bank Transfer,Returned
6818,2325,2023-12-23,Credit Card,Cancelled
6819,51,2025-07-04,Bank Transfer,Completed
6820,2569,2024-04-15,Bank Transfer,Completed
6821,440,2025-11-18,Bank Transfer,Completed
6822,3606,2025-04-06,PayPal,Completed
6823,1438,2024-09-10,Invoice,Completed
6824,552,2025-08-02,Invoice,Completed
6825,2417,2025-08-27,Bank Transfer,Completed
6826,2718,2024-03-24,Credit Card,Completed
6827,1212,2024-05-20,Bank Transfer,Completed
6828,555,2025-11-26,Credit Card,Completed
6829,1342,2023-10-19,PayPal,Completed
6830,2976,2023-03-25,Invoice,Completed
6831,2032,2024-10-01,Credit Card,Completed
6832,4834,2025-08-13,Bank Transfer,Completed
6833,4075,2025-07-17,Credit Card,Completed
6834,1305,2025-11-17,Credit Card,Completed
6835,1788,2024-12-09,Credit Card,Completed
6836,3997,2023-07-01,Bank Transfer,Cancelled
6837,399,2025-01-29,PayPal,Completed
6838,1548,2025-07-23,Bank Transfer,Completed
6839,4781,2023-06-20,Bank Transfer,Completed
6840,1666,2023-11-01,PayPal,Cancelled
6841,3496,2023-01-27,PayPal,Returned
6842,4077,2025-02-03,PayPal,Completed
6843,3796,2025-10-28,Bank Transfer,Completed
6844,3129,2025-04-18,PayPal,Completed
6845,1758,2025-12-21,Invoice,Completed
6846,4176,2023-04-29,PayPal,Completed
6847,3705,2025-11-07,PayPal,Completed
6848,1193,2025-08-24,PayPal,Completed
6849,4288,2024-04-20,Bank Transfer,Completed
6850,1166,2025-12-17,Bank Transfer,Cancelled
6851,4116,2024-03-21,Invoice,Completed
6852,3836,2025-10-30,Invoice,Cancelled
6853,1315,2025-10-23,Invoice,Completed
6854,3300,2025-07-05,Invoice,Completed
6855,4790,2024-12-31,PayPal,Completed
6856,3393,2023-08-04,Bank Transfer,Completed
6857,2697,2024-12-08,Credit Card,Completed
6858,1743,2024-06-09,Invoice,Completed
6859,3794,2025-08-05,Bank Transfer,Completed
6860,2357,2025-07-05,Bank Transfer,Completed
6861,554,2025-11-12,PayPal,Completed
